ID,Text,AudioSnippetPath
1044357_1048371,xxx echarle eso .,/content/all_data/1044357_1048371.mp3
1051367_1063315,uhhuh &=nods .,/content/all_data/1051367_1063315.mp3
1108247_1114219,ya mi(r)a Nana hace así [=! makes sounds] .,/content/all_data/1108247_1114219.mp3
1125693_1129423,tome [=! makes sounds] .,/content/all_data/1125693_1129423.mp3
1130164_1136405,y esto .,/content/all_data/1130164_1136405.mp3
1156356_1160406,sí .,/content/all_data/1156356_1160406.mp3
1206705_1216577,pero y ella me la va a (re)galar .,/content/all_data/1206705_1216577.mp3
1215577_1219894,el libro .,/content/all_data/1215577_1219894.mp3
1218894_1229111,cuál [//] a <cuál te gusta cuál te> [//] cuál xxx te gusta más ?,/content/all_data/1218894_1229111.mp3
1229545_1233228,cuál [/] cuál te gusta más ?,/content/all_data/1229545_1233228.mp3
1232228_1235200,xxx .,/content/all_data/1232228_1235200.mp3
1243238_1246500,el [/] el negro .,/content/all_data/1243238_1246500.mp3
1255400_1261689,a cuál te gusta a ti ?,/content/all_data/1255400_1261689.mp3
1261950_1264553,te gusta ese ?,/content/all_data/1261950_1264553.mp3
1275733_1280054,xxx xxx .,/content/all_data/1275733_1280054.mp3
1296833_1304773,+< xxx .,/content/all_data/1296833_1304773.mp3
1314903_1318413,ese ?,/content/all_data/1314903_1318413.mp3
1320934_1323500,estoy viendo esto .,/content/all_data/1320934_1323500.mp3
1326905_1329400,(a)quí .,/content/all_data/1326905_1329400.mp3
1328400_1331096,+< [- eng] another one .,/content/all_data/1328400_1331096.mp3
1333007_1336133,[- eng] xxx (r)abbit .,/content/all_data/1333007_1336133.mp3
1360551_1370265,eso xxx .,/content/all_data/1360551_1370265.mp3
1371030_1377996,y no puedes verlo .,/content/all_data/1371030_1377996.mp3
1376996_1383383,eso cuando termines y ese libro xxx .,/content/all_data/1376996_1383383.mp3
1384329_1387300,en [/] en ese .,/content/all_data/1384329_1387300.mp3
1388988_1391511,uhhuh .,/content/all_data/1388988_1391511.mp3
1489509_1495175,xxx xxx estoy sacando mi comida .,/content/all_data/1489509_1495175.mp3
14361_17375,(es)ta [//] ahi e(s)ta .,/content/all_data/14361_17375.mp3
43187_47249,alli .,/content/all_data/43187_47249.mp3
97424_100674,no se .,/content/all_data/97424_100674.mp3
99674_105231,pato .,/content/all_data/99674_105231.mp3
184530_187020,no !,/content/all_data/184530_187020.mp3
186020_188696,no ahi !,/content/all_data/186020_188696.mp3
192305_195806,+< 0 [=! groan] .,/content/all_data/192305_195806.mp3
227571_234707,+< 0 [=! growls] .,/content/all_data/227571_234707.mp3
281001_289617,+< 0 [=! growls] .,/content/all_data/281001_289617.mp3
319643_323246,+< no !,/content/all_data/319643_323246.mp3
324729_329006,donde e(s)te &=points ?,/content/all_data/324729_329006.mp3
397534_400174,e(s)to .,/content/all_data/397534_400174.mp3
438013_448206,0 [=! tries to make toy work] .,/content/all_data/438013_448206.mp3
476084_479139,el gato (es)ta bota .,/content/all_data/476084_479139.mp3
478139_481225,si .,/content/all_data/478139_481225.mp3
480225_483047,si .,/content/all_data/480225_483047.mp3
503678_508308,otra vez .,/content/all_data/503678_508308.mp3
520313_523798,el no gota .,/content/all_data/520313_523798.mp3
529854_532621,uno@x .,/content/all_data/529854_532621.mp3
537116_539212,e(s)to (es)ta .,/content/all_data/537116_539212.mp3
559144_562356,ese .,/content/all_data/559144_562356.mp3
596531_603354,okay .,/content/all_data/596531_603354.mp3
612727_615961,no .,/content/all_data/612727_615961.mp3
620363_623794,(es)ta e(s)ta .,/content/all_data/620363_623794.mp3
626698_631407,una .,/content/all_data/626698_631407.mp3
633632_635692,no !,/content/all_data/633632_635692.mp3
634692_637442,ugh !,/content/all_data/634692_637442.mp3
674640_676896,e(s)te ga(ll)eta .,/content/all_data/674640_676896.mp3
683649_685884,no [/] no .,/content/all_data/683649_685884.mp3
689643_693133,ese !,/content/all_data/689643_693133.mp3
694647_696645,si .,/content/all_data/694647_696645.mp3
700673_702528,si &=nods .,/content/all_data/700673_702528.mp3
702686_704226,si .,/content/all_data/702686_704226.mp3
704584_708449,+< e(s)ta a mi [=! clock ticking noise] .,/content/all_data/704584_708449.mp3
709141_711006,no .,/content/all_data/709141_711006.mp3
772070_773813,a e(s)ta .,/content/all_data/772070_773813.mp3
787554_792132,+< una sopa .,/content/all_data/787554_792132.mp3
800726_803342,tenemo(s) de esto .,/content/all_data/800726_803342.mp3
812754_817100,papita .,/content/all_data/812754_817100.mp3
850916_853468,0 [=! pouring noise] .,/content/all_data/850916_853468.mp3
892141_894402,+< [- eng] yeah .,/content/all_data/892141_894402.mp3
932897_937919,0 &=nods .,/content/all_data/932897_937919.mp3
945722_948224,xxx ma(s) &=points .,/content/all_data/945722_948224.mp3
963786_966110,damelo .,/content/all_data/963786_966110.mp3
983981_987683,una uva .,/content/all_data/983981_987683.mp3
1010057_1012242,+< xxx .,/content/all_data/1010057_1012242.mp3
1011242_1013558,no qu(i)ero otro e(s)te .,/content/all_data/1011242_1013558.mp3
1013618_1016278,+< tengo .,/content/all_data/1013618_1016278.mp3
1067215_1070746,si .,/content/all_data/1067215_1070746.mp3
1079922_1083467,no !,/content/all_data/1079922_1083467.mp3
1126737_1131205,+< ese va e(s)te .,/content/all_data/1126737_1131205.mp3
1223782_1225930,no .,/content/all_data/1223782_1225930.mp3
1231339_1234079,los xxx .,/content/all_data/1231339_1234079.mp3
1242507_1244586,au(ch) !,/content/all_data/1242507_1244586.mp3
1296715_1298694,no !,/content/all_data/1296715_1298694.mp3
1297694_1301099,un [/] un leon .,/content/all_data/1297694_1301099.mp3
1331780_1335094,0 [=! coughing noise] .,/content/all_data/1331780_1335094.mp3
1400301_1402647,+< ahi .,/content/all_data/1400301_1402647.mp3
1460402_1463007,era un per(r)o ?,/content/all_data/1460402_1463007.mp3
1465822_1470166,+< e(s)ta <un un> [/] un xxx &=points .,/content/all_data/1465822_1470166.mp3
1556968_1559072,ay &=points !,/content/all_data/1556968_1559072.mp3
1691700_1694168,+< ma(s) !,/content/all_data/1691700_1694168.mp3
18570_21882,xxx esa va aquí ?,/content/all_data/18570_21882.mp3
41241_43634,ese es Sam .,/content/all_data/41241_43634.mp3
58186_63270,esta !,/content/all_data/58186_63270.mp3
82528_85191,y [/] y la otra más .,/content/all_data/82528_85191.mp3
86145_89531,ya no más .,/content/all_data/86145_89531.mp3
96067_99355,este !,/content/all_data/96067_99355.mp3
100045_106153,qué es eso ?,/content/all_data/100045_106153.mp3
106324_109495,uy !,/content/all_data/106324_109495.mp3
114689_120171,eso va allá .,/content/all_data/114689_120171.mp3
126852_130726,no !,/content/all_data/126852_130726.mp3
152504_157170,esto verde es agua .,/content/all_data/152504_157170.mp3
158066_163129,y en el verdes agua .,/content/all_data/158066_163129.mp3
170934_175414,esto una xxx [=! fuela] .,/content/all_data/170934_175414.mp3
179847_183990,+< y esto un xxx .,/content/all_data/179847_183990.mp3
186035_190198,+< xxx .,/content/all_data/186035_190198.mp3
189198_192051,don(de) [/] dónde está Sam ?,/content/all_data/189198_192051.mp3
191051_193966,ahí está !,/content/all_data/191051_193966.mp3
192966_196880,yo [/] yo encontres .,/content/all_data/192966_196880.mp3
227601_232537,+< [- eng] xxx shark .,/content/all_data/227601_232537.mp3
231537_236476,una ballena .,/content/all_data/231537_236476.mp3
235476_242198,+< [- hun] es un [/] un shark !,/content/all_data/235476_242198.mp3
244137_247506,y esta ?,/content/all_data/244137_247506.mp3
247755_250209,una ballena ?,/content/all_data/247755_250209.mp3
249209_253951,esa es la +...,/content/all_data/249209_253951.mp3
256152_258863,[- hun] ese es la shark .,/content/all_data/256152_258863.mp3
260123_268250,a Sam .,/content/all_data/260123_268250.mp3
271353_274706,comiendo .,/content/all_data/271353_274706.mp3
281970_284709,+< estaba ahí &=points .,/content/all_data/281970_284709.mp3
291131_295116,ahm !,/content/all_data/291131_295116.mp3
303926_310453,hm .,/content/all_data/303926_310453.mp3
347475_355045,eso una +...,/content/all_data/347475_355045.mp3
357263_366423,un pato .,/content/all_data/357263_366423.mp3
391909_398028,[- hun] va in the ice &=points .,/content/all_data/391909_398028.mp3
399412_401660,[- hun] una penguin .,/content/all_data/399412_401660.mp3
400660_405119,+< y [/] y va [/] va allá en la xxx .,/content/all_data/400660_405119.mp3
405884_409764,pingüino .,/content/all_data/405884_409764.mp3
412570_415136,otro árbol .,/content/all_data/412570_415136.mp3
423324_426132,xxx .,/content/all_data/423324_426132.mp3
426518_429056,una mona .,/content/all_data/426518_429056.mp3
429252_433367,esta va allá !,/content/all_data/429252_433367.mp3
444737_448643,<me pique> [/] me pique .,/content/all_data/444737_448643.mp3
454667_458510,un [/] un xxx .,/content/all_data/454667_458510.mp3
457510_462698,+< un xxx !,/content/all_data/457510_462698.mp3
470984_475102,es una agua .,/content/all_data/470984_475102.mp3
492857_496378,[- hun] y esta una shark .,/content/all_data/492857_496378.mp3
496231_501242,+< [- hun] y [/] y <y la> [/] y la shark ?,/content/all_data/496231_501242.mp3
500242_504507,no el tiburón .,/content/all_data/500242_504507.mp3
505768_508837,una fila ?,/content/all_data/505768_508837.mp3
520548_526312,eso [/] eso no tiene manos .,/content/all_data/520548_526312.mp3
525312_530225,eso [/] eso tiene ahí .,/content/all_data/525312_530225.mp3
550200_557059,esta &=points .,/content/all_data/550200_557059.mp3
590438_593071,xxx .,/content/all_data/590438_593071.mp3
606529_612864,xxx este .,/content/all_data/606529_612864.mp3
613401_619158,xxx .,/content/all_data/613401_619158.mp3
618158_621968,este xxx .,/content/all_data/618158_621968.mp3
620968_625527,xxx .,/content/all_data/620968_625527.mp3
636211_640180,no !,/content/all_data/636211_640180.mp3
663586_668202,ese va +...,/content/all_data/663586_668202.mp3
704307_708167,+< pizza ?,/content/all_data/704307_708167.mp3
715744_718166,[- hun] una strawberry !,/content/all_data/715744_718166.mp3
739754_743213,[- hun] es plum .,/content/all_data/739754_743213.mp3
755297_758841,ahí está café .,/content/all_data/755297_758841.mp3
770241_773331,xxx agua .,/content/all_data/770241_773331.mp3
775675_781413,ese está muy duro .,/content/all_data/775675_781413.mp3
798073_801670,no .,/content/all_data/798073_801670.mp3
800670_807554,yo +...,/content/all_data/800670_807554.mp3
806554_810778,+< yo [/] yo +...,/content/all_data/806554_810778.mp3
809778_813457,+< yo no tengo vegetales .,/content/all_data/809778_813457.mp3
816215_818754,ay !,/content/all_data/816215_818754.mp3
817754_821301,eso se abre ?,/content/all_data/817754_821301.mp3
836710_841296,se me olvidó .,/content/all_data/836710_841296.mp3
848462_851671,ooh [/] ooh .,/content/all_data/848462_851671.mp3
853785_857845,se botó .,/content/all_data/853785_857845.mp3
881839_888037,ese azul &=points .,/content/all_data/881839_888037.mp3
887037_888701,amarillo &=points .,/content/all_data/887037_888701.mp3
892470_895192,esta .,/content/all_data/892470_895192.mp3
898361_902711,+< agua .,/content/all_data/898361_902711.mp3
905739_912394,yo quiero .,/content/all_data/905739_912394.mp3
937042_940811,sí .,/content/all_data/937042_940811.mp3
944154_947751,la papas frita .,/content/all_data/944154_947751.mp3
953837_957308,hm ?,/content/all_data/953837_957308.mp3
975051_977797,[- eng] is +...,/content/all_data/975051_977797.mp3
976797_981360,[- eng] is ?,/content/all_data/976797_981360.mp3
988621_992518,ay !,/content/all_data/988621_992518.mp3
1000942_1005308,cereza ?,/content/all_data/1000942_1005308.mp3
1004308_1007739,y ?,/content/all_data/1004308_1007739.mp3
1006739_1011088,<y y> [/] y esto ?,/content/all_data/1006739_1011088.mp3
1077042_1086382,esa es para ti .,/content/all_data/1077042_1086382.mp3
1094875_1098656,tú quieres limón ?,/content/all_data/1094875_1098656.mp3
1110635_1114246,y [/] y +...,/content/all_data/1110635_1114246.mp3
1125836_1129447,yo [/] yo no quiero pizza [=! shakes head] .,/content/all_data/1125836_1129447.mp3
1128447_1133027,+< este el helado rosado .,/content/all_data/1128447_1133027.mp3
1132027_1137403,+< coge la mano .,/content/all_data/1132027_1137403.mp3
1139133_1143497,yo [/] yo no tengo una chupeta .,/content/all_data/1139133_1143497.mp3
1146857_1153653,xxx mami .,/content/all_data/1146857_1153653.mp3
1154094_1159139,y [/] y yo echo +...,/content/all_data/1154094_1159139.mp3
1165657_1174745,todo [/] todo .,/content/all_data/1165657_1174745.mp3
1179450_1182294,no .,/content/all_data/1179450_1182294.mp3
1189575_1193510,va [/] va a jugar la azul .,/content/all_data/1189575_1193510.mp3
1192510_1197349,la azul .,/content/all_data/1192510_1197349.mp3
1200456_1204394,la azul .,/content/all_data/1200456_1204394.mp3
1203394_1210114,la azul es xxx .,/content/all_data/1203394_1210114.mp3
1213582_1219406,una ?,/content/all_data/1213582_1219406.mp3
1220249_1222889,una xxx [=! li] .,/content/all_data/1220249_1222889.mp3
1221889_1225641,una libro .,/content/all_data/1221889_1225641.mp3
1224641_1228612,xxx ay !,/content/all_data/1224641_1228612.mp3
1246691_1252461,una libro !,/content/all_data/1246691_1252461.mp3
1251461_1258907,esta .,/content/all_data/1251461_1258907.mp3
1265362_1270375,el primero este &=points .,/content/all_data/1265362_1270375.mp3
1283228_1288098,+< [- eng] brown bear .,/content/all_data/1283228_1288098.mp3
1291015_1293658,no !,/content/all_data/1291015_1293658.mp3
1292658_1296880,+< [- eng] brown bear !,/content/all_data/1292658_1296880.mp3
1297948_1302187,[- eng] I see ?,/content/all_data/1297948_1302187.mp3
1301187_1306318,no !,/content/all_data/1301187_1306318.mp3
1311377_1317588,[- eng] brown bear .,/content/all_data/1311377_1317588.mp3
1316588_1319407,[- eng] what do see ?,/content/all_data/1316588_1319407.mp3
1329069_1333479,[- eng] brown bear .,/content/all_data/1329069_1333479.mp3
1332479_1335691,[- eng] what do see ?,/content/all_data/1332479_1335691.mp3
1334691_1339324,no !,/content/all_data/1334691_1339324.mp3
1341199_1349450,[- eng] what do see ?,/content/all_data/1341199_1349450.mp3
1348450_1353903,[- eng] I see ?,/content/all_data/1348450_1353903.mp3
1401782_1407944,um@fp [=! points to mother] .,/content/all_data/1401782_1407944.mp3
1406944_1409303,a mí !,/content/all_data/1406944_1409303.mp3
1424444_1428810,una xxx xxx .,/content/all_data/1424444_1428810.mp3
1427810_1432441,un caballo ?,/content/all_data/1427810_1432441.mp3
1436007_1442535,y [/] y esto &=points ?,/content/all_data/1436007_1442535.mp3
1441535_1444414,tiene +...,/content/all_data/1441535_1444414.mp3
1445342_1447813,[- eng] black .,/content/all_data/1445342_1447813.mp3
1458374_1464492,[- eng] take [/] take a peek .,/content/all_data/1458374_1464492.mp3
1467622_1472453,+< xxx@x .,/content/all_data/1467622_1472453.mp3
1479730_1481929,mira .,/content/all_data/1479730_1481929.mp3
1485260_1488783,[- hun] una frog .,/content/all_data/1485260_1488783.mp3
1519552_1522863,oveja .,/content/all_data/1519552_1522863.mp3
1600065_1603443,[- hun] una starfish .,/content/all_data/1600065_1603443.mp3
1602443_1609894,dos_tres_cuatro_cinco_seis_siete_ocho@x &=points .,/content/all_data/1602443_1609894.mp3
1615007_1617413,+< mami .,/content/all_data/1615007_1617413.mp3
1616413_1619565,+< y [/] y primero esta .,/content/all_data/1616413_1619565.mp3
1618565_1622769,el primero xxx .,/content/all_data/1618565_1622769.mp3
1644640_1649684,[- eng] g .,/content/all_data/1644640_1649684.mp3
1654245_1657665,j .,/content/all_data/1654245_1657665.mp3
1723558_1733580,mira Snoopy !,/content/all_data/1723558_1733580.mp3
1741580_1743547,Snoopy .,/content/all_data/1741580_1743547.mp3
1768434_1772687,[- hun] y [/] y la pata hacen una childrens .,/content/all_data/1768434_1772687.mp3
1791261_1796113,[- hun] dos ducks !,/content/all_data/1791261_1796113.mp3
1795113_1798641,dos patos !,/content/all_data/1795113_1798641.mp3
1799931_1803517,dos abejas ?,/content/all_data/1799931_1803517.mp3
0_1606,hm ?,/content/all_data/0_1606.mp3
2548_5346,xxx .,/content/all_data/2548_5346.mp3
85251_87648,mmhm .,/content/all_data/85251_87648.mp3
166117_168583,hola .,/content/all_data/166117_168583.mp3
172714_176555,+< xxx xxx agüita .,/content/all_data/172714_176555.mp3
175555_183209,0 [=! drinking sounds] .,/content/all_data/175555_183209.mp3
198173_202077,vamos a tomar aquí .,/content/all_data/198173_202077.mp3
229696_235913,quack_quack .,/content/all_data/229696_235913.mp3
234913_238273,xxx !,/content/all_data/234913_238273.mp3
237273_240851,xxx .,/content/all_data/237273_240851.mp3
239851_242995,yo voy tomar .,/content/all_data/239851_242995.mp3
246135_249742,vamos tomar agüit(a) .,/content/all_data/246135_249742.mp3
260629_264381,vamos tomar otra agüita .,/content/all_data/260629_264381.mp3
278062_281467,mmhm .,/content/all_data/278062_281467.mp3
280467_284500,xxx xxx !,/content/all_data/280467_284500.mp3
328102_332711,vamos tener este .,/content/all_data/328102_332711.mp3
355804_364375,0 [=! eating noise] .,/content/all_data/355804_364375.mp3
363375_368167,xxx .,/content/all_data/363375_368167.mp3
367167_371881,vamos .,/content/all_data/367167_371881.mp3
384575_387504,eso xxx quack .,/content/all_data/384575_387504.mp3
392939_397513,[- eng] got you quack_quack you .,/content/all_data/392939_397513.mp3
430934_435364,xxx amiguito .,/content/all_data/430934_435364.mp3
454228_457523,vamos aquí .,/content/all_data/454228_457523.mp3
473799_477092,xxx !,/content/all_data/473799_477092.mp3
478171_490843,vamos [/] vamos a comer .,/content/all_data/478171_490843.mp3
494266_498691,xxx a comer !,/content/all_data/494266_498691.mp3
516212_522284,xxx .,/content/all_data/516212_522284.mp3
527771_538048,[- eng] tiger .,/content/all_data/527771_538048.mp3
583956_589563,ah !,/content/all_data/583956_589563.mp3
619139_624197,mmhm .,/content/all_data/619139_624197.mp3
659000_666181,xxx .,/content/all_data/659000_666181.mp3
674825_684590,+< xxx .,/content/all_data/674825_684590.mp3
689460_693617,0 &=nods .,/content/all_data/689460_693617.mp3
705218_713220,[- eng] here you go .,/content/all_data/705218_713220.mp3
733655_735502,no .,/content/all_data/733655_735502.mp3
753169_760608,[- hun] y [/] y eso my mami .,/content/all_data/753169_760608.mp3
759608_766876,xxx xxx .,/content/all_data/759608_766876.mp3
806132_808995,[- hun] xxx you comer xxx .,/content/all_data/806132_808995.mp3
816973_824022,[- eng] there you go .,/content/all_data/816973_824022.mp3
846305_858743,[- eng] there you go .,/content/all_data/846305_858743.mp3
891415_900895,xxx xxx la comida .,/content/all_data/891415_900895.mp3
899895_902740,mmhm .,/content/all_data/899895_902740.mp3
901740_905700,xxx .,/content/all_data/901740_905700.mp3
904700_911435,xxx xxx !,/content/all_data/904700_911435.mp3
917503_921412,okay .,/content/all_data/917503_921412.mp3
928494_934184,plato ?,/content/all_data/928494_934184.mp3
960705_964080,más o menos .,/content/all_data/960705_964080.mp3
1004199_1011509,xxx xxx .,/content/all_data/1004199_1011509.mp3
1010509_1014599,xxx .,/content/all_data/1010509_1014599.mp3
1021570_1025425,xxx xxx .,/content/all_data/1021570_1025425.mp3
1091943_1098585,[- hun] your helado xxx .,/content/all_data/1091943_1098585.mp3
1114379_1118682,[- eng] I got them .,/content/all_data/1114379_1118682.mp3
1124521_1132191,mmhm .,/content/all_data/1124521_1132191.mp3
1155814_1168344,0 [=! child puts ketchup on fry] .,/content/all_data/1155814_1168344.mp3
1173256_1180089,mami yo quiero comer .,/content/all_data/1173256_1180089.mp3
1228729_1236480,ahí está &=points .,/content/all_data/1228729_1236480.mp3
1263746_1270200,xxx quack_quack .,/content/all_data/1263746_1270200.mp3
1312261_1321861,[- hun] baby chanchitos .,/content/all_data/1312261_1321861.mp3
1380521_1390200,aw !,/content/all_data/1380521_1390200.mp3
1395203_1399379,uno_dos_tres_cuatro_cinco@x &=points .,/content/all_data/1395203_1399379.mp3
1429139_1434499,xxx miau [/] miau &=points .,/content/all_data/1429139_1434499.mp3
1467505_1470944,oink [/] oink .,/content/all_data/1467505_1470944.mp3
1495650_1501787,este dormir !,/content/all_data/1495650_1501787.mp3
1529987_1532566,otro libro !,/content/all_data/1529987_1532566.mp3
1605560_1609138,este !,/content/all_data/1605560_1609138.mp3
1685637_1689721,0 &=points .,/content/all_data/1685637_1689721.mp3
17059_20348,qué ?,/content/all_data/17059_20348.mp3
27399_29865,nada .,/content/all_data/27399_29865.mp3
35869_39325,okay .,/content/all_data/35869_39325.mp3
52285_54482,eso .,/content/all_data/52285_54482.mp3
54904_57686,café &=points .,/content/all_data/54904_57686.mp3
61767_64882,okay .,/content/all_data/61767_64882.mp3
101251_103581,[- eng] macaroni .,/content/all_data/101251_103581.mp3
102581_107442,0 [=! squirting sound] .,/content/all_data/102581_107442.mp3
136233_139252,ma(n)zana .,/content/all_data/136233_139252.mp3
140722_143193,un limón .,/content/all_data/140722_143193.mp3
145047_147512,comida .,/content/all_data/145047_147512.mp3
152897_154486,sí .,/content/all_data/152897_154486.mp3
154495_156752,a partirlo .,/content/all_data/154495_156752.mp3
174525_182520,+< y uno de también .,/content/all_data/174525_182520.mp3
185739_188551,lechecita .,/content/all_data/185739_188551.mp3
209345_211618,aquí !,/content/all_data/209345_211618.mp3
210618_214446,hay mucho !,/content/all_data/210618_214446.mp3
218908_224741,allá xxx .,/content/all_data/218908_224741.mp3
225073_229620,+< sí .,/content/all_data/225073_229620.mp3
228620_235336,ocho_nueve_diez@x .,/content/all_data/228620_235336.mp3
248478_251588,uno no está .,/content/all_data/248478_251588.mp3
250588_253224,no está xxx .,/content/all_data/250588_253224.mp3
263397_268229,yo +...,/content/all_data/263397_268229.mp3
279150_281208,xxx pollo .,/content/all_data/279150_281208.mp3
288758_293220,xxx tengo pollo .,/content/all_data/288758_293220.mp3
294181_296801,ese pollo .,/content/all_data/294181_296801.mp3
312781_319206,picante .,/content/all_data/312781_319206.mp3
335048_337147,xxx .,/content/all_data/335048_337147.mp3
348432_351587,la cuchara .,/content/all_data/348432_351587.mp3
354597_357231,toma ma(m)i .,/content/all_data/354597_357231.mp3
359400_361823,em@fp .,/content/all_data/359400_361823.mp3
366359_373613,+< xxx esta ?,/content/all_data/366359_373613.mp3
377239_380647,xxx pollo .,/content/all_data/377239_380647.mp3
396148_402212,yey !,/content/all_data/396148_402212.mp3
401212_405824,y [/] y +...,/content/all_data/401212_405824.mp3
406498_415317,y [/] y ese ?,/content/all_data/406498_415317.mp3
414317_420222,(he)lado .,/content/all_data/414317_420222.mp3
430092_433486,+< xxx .,/content/all_data/430092_433486.mp3
432486_434378,sí .,/content/all_data/432486_434378.mp3
462140_468288,yo que abrí .,/content/all_data/462140_468288.mp3
471329_475471,<yo tengo yo tengo> [/] yo tengo .,/content/all_data/471329_475471.mp3
474471_478374,yo tengo pollito .,/content/all_data/474471_478374.mp3
477374_480604,sí .,/content/all_data/477374_480604.mp3
481070_483386,pollito .,/content/all_data/481070_483386.mp3
483915_487473,y pan .,/content/all_data/483915_487473.mp3
487863_490510,pan !,/content/all_data/487863_490510.mp3
492024_494342,sí .,/content/all_data/492024_494342.mp3
495332_502257,o mira xxx xxx cortar .,/content/all_data/495332_502257.mp3
501257_504027,sí .,/content/all_data/501257_504027.mp3
530376_532310,no pan .,/content/all_data/530376_532310.mp3
531310_533871,xxx .,/content/all_data/531310_533871.mp3
532871_535363,pollo .,/content/all_data/532871_535363.mp3
534363_536451,toma pollo !,/content/all_data/534363_536451.mp3
546660_549621,yo quiero más .,/content/all_data/546660_549621.mp3
556441_558509,sí .,/content/all_data/556441_558509.mp3
566010_568007,más [/] más .,/content/all_data/566010_568007.mp3
614309_616730,aw .,/content/all_data/614309_616730.mp3
642352_645274,+< eh .,/content/all_data/642352_645274.mp3
644274_646939,+< animales ?,/content/all_data/644274_646939.mp3
645939_649484,sí !,/content/all_data/645939_649484.mp3
649685_655908,ese son [/] son de a(ni)males .,/content/all_data/649685_655908.mp3
654908_660681,xxx .,/content/all_data/654908_660681.mp3
666714_669525,xxx rojo .,/content/all_data/666714_669525.mp3
693786_696182,caballito &=points .,/content/all_data/693786_696182.mp3
699576_703900,marranito .,/content/all_data/699576_703900.mp3
734414_738807,xxx ese !,/content/all_data/734414_738807.mp3
738665_743197,qué eso &=points ?,/content/all_data/738665_743197.mp3
744201_746877,un mariposa .,/content/all_data/744201_746877.mp3
748452_753417,miro &=points .,/content/all_data/748452_753417.mp3
760731_764695,pato &=points .,/content/all_data/760731_764695.mp3
784182_786527,son dos &=points !,/content/all_data/784182_786527.mp3
789074_791017,aquí &=points .,/content/all_data/789074_791017.mp3
791365_794369,son dos &=points ?,/content/all_data/791365_794369.mp3
797354_799651,allá &=points .,/content/all_data/797354_799651.mp3
799743_801881,allá .,/content/all_data/799743_801881.mp3
806223_809080,+< xxx .,/content/all_data/806223_809080.mp3
808080_810644,xxx &=points .,/content/all_data/808080_810644.mp3
817881_825319,mariposa &=points .,/content/all_data/817881_825319.mp3
825708_828668,[- eng] yellow &=points .,/content/all_data/825708_828668.mp3
827668_831062,[- eng] black &=points .,/content/all_data/827668_831062.mp3
833320_835373,[- eng] black &=points .,/content/all_data/833320_835373.mp3
849262_854154,abajo .,/content/all_data/849262_854154.mp3
894065_898597,no .,/content/all_data/894065_898597.mp3
900502_902955,no .,/content/all_data/900502_902955.mp3
911080_915615,colita .,/content/all_data/911080_915615.mp3
914615_919820,ah !,/content/all_data/914615_919820.mp3
918820_922190,abajo .,/content/all_data/918820_922190.mp3
928644_936213,xxx xxx pone .,/content/all_data/928644_936213.mp3
935213_944952,el agua .,/content/all_data/935213_944952.mp3
989926_994428,y es xxx .,/content/all_data/989926_994428.mp3
998591_1005594,ay .,/content/all_data/998591_1005594.mp3
1014542_1018777,tú xxx pisar .,/content/all_data/1014542_1018777.mp3
1022968_1025580,sí .,/content/all_data/1022968_1025580.mp3
1027218_1030175,no !,/content/all_data/1027218_1030175.mp3
1068509_1076123,esto no sirve .,/content/all_data/1068509_1076123.mp3
1084475_1087540,sirvió ?,/content/all_data/1084475_1087540.mp3
1101875_1110181,sí .,/content/all_data/1101875_1110181.mp3
1133230_1136849,caballito está .,/content/all_data/1133230_1136849.mp3
1154734_1159627,yo xxx xxx .,/content/all_data/1154734_1159627.mp3
1158627_1162963,yo soy xxx .,/content/all_data/1158627_1162963.mp3
1179277_1183718,no [/] no !,/content/all_data/1179277_1183718.mp3
1182718_1186292,xxx !,/content/all_data/1182718_1186292.mp3
1200861_1205513,xxx [/] xxx &=points .,/content/all_data/1200861_1205513.mp3
1204513_1208969,xxx [/] xxx &=points .,/content/all_data/1204513_1208969.mp3
1214882_1218427,+< xxx .,/content/all_data/1214882_1218427.mp3
1223368_1227032,xxx .,/content/all_data/1223368_1227032.mp3
1226032_1231521,sí .,/content/all_data/1226032_1231521.mp3
1239215_1244525,sí .,/content/all_data/1239215_1244525.mp3
1245785_1256641,<yo yo yo yo> [/] yo !,/content/all_data/1245785_1256641.mp3
1267202_1271612,+< como xxx .,/content/all_data/1267202_1271612.mp3
1270612_1278253,+< va a morder .,/content/all_data/1270612_1278253.mp3
1306361_1311551,0 [=! growls] .,/content/all_data/1306361_1311551.mp3
1316074_1322232,yo xxx !,/content/all_data/1316074_1322232.mp3
1323989_1326592,[- eng] yummy .,/content/all_data/1323989_1326592.mp3
1391495_1396759,ah !,/content/all_data/1391495_1396759.mp3
1395759_1405378,0 [=! growls] .,/content/all_data/1395759_1405378.mp3
1417487_1425970,0 [=! growls] .,/content/all_data/1417487_1425970.mp3
1438512_1442058,xxx .,/content/all_data/1438512_1442058.mp3
1454236_1458118,venga .,/content/all_data/1454236_1458118.mp3
1457118_1463591,venga !,/content/all_data/1457118_1463591.mp3
1471331_1473417,yo xxx .,/content/all_data/1471331_1473417.mp3
1472417_1478016,+< <yo voy a> [/] yo voy a ganar .,/content/all_data/1472417_1478016.mp3
1477016_1479141,gané !,/content/all_data/1477016_1479141.mp3
1503714_1506720,0 [=! roars] .,/content/all_data/1503714_1506720.mp3
